Optimization Type,Function Name,Parameter,Method,Optimal x,Function Value,Iterations,Result,Time,Precision
Point,Quadratic 1,2,Gradient,4.0,-8.0,1,Success,0.0013551712036132812,1e-06
Point,Quadratic 1,2,Random,3.9998539173234087,-7.999999978659851,109,Success,0.0008041858673095703,1e-06
Point,Quadratic 2,0,Newton,-2.0,0.0,1,Success,0.0023114681243896484,1e-06
Point,Quadratic 2,0,Gradient,-2.0,0.0,1,Success,0.0013322830200195312,1e-06
Point,Quadratic 2,0,Random,-1.9999360743010968,4.086495142274771e-09,123,Success,0.0008039474487304688,1e-06
Point,Quadratic 2,1,Newton,-2.0,0.0,1,Success,0.0015764236450195312,1e-06
Point,Quadratic 2,1,Gradient,-2.0,0.0,1,Success,0.0013244152069091797,1e-06
Point,Quadratic 2,1,Random,-1.6385430936330274,0.13065109516038254,196,Success,0.0008664131164550781,1e-06
Point,Quadratic 2,2,Newton,-2.0,0.0,1,Success,0.0016655921936035156,1e-06
Point,Quadratic 2,2,Gradient,-2.0,0.0,1,Success,0.0013186931610107422,1e-06
Point,Quadratic 2,2,Random,-1.9955075434742156,2.018216563604014e-05,62,Success,0.0007388591766357422,1e-06
Point,Quadratic 3,0,Newton,0.5,0.25,1,Success,0.00415349006652832,1e-06
Point,Quadratic 3,0,Gradient,0.5000000596046448,0.25000000000001066,22,Success,0.0017309188842773438,1e-06
Point,Quadratic 3,0,Random,0.5000962254617927,0.25000002777801855,80,Success,0.0008575916290283203,1e-06
Point,Quadratic 3,1,Newton,0.5,0.25,1,Success,0.001687765121459961,1e-06
Point,Quadratic 3,1,Gradient,0.4999999403953552,0.25000000000001066,22,Success,0.0017132759094238281,1e-06
Point,Quadratic 3,1,Random,0.4994109173124419,0.25000104105523835,93,Success,0.0008780956268310547,1e-06
